[00:07:12] [Reset Manager] Reset file was loaded successfully!
[00:07:12] [GX HELPER ATTACK] File loaded successfully!
[00:07:12] [Notice System] #2 Fail on load notice: 10
[00:07:12] [Notice System] #2 Fail on load notice: 11
[00:07:12] [Notice System] #2 Fail on load notice: 12
[00:07:12] [Notice System] #2 Fail on load notice: 13
[00:07:12] [Notice System] #2 Fail on load notice: 14
[00:07:12] [Notice System] #2 Fail on load notice: 15
[00:07:12] [Notice System] #2 Fail on load notice: 16
[00:07:12] [Notice System] #2 Fail on load notice: 17
[00:07:12] [Notice System] File loaded successfullly!
[00:07:12] [CashShopManager] File loaded Sucessfully!
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 0] Add Item [Index: 7241, Lvl: 0, Opt1: 0, Opt2: 0, Opt3: 0, Exc:0, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 520, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1024, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1025, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1026, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1027, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1028, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1029, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1030, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1031, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1032, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1033, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1034, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1035, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1036, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1037, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1536, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1537, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1538, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1539, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1540, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1541, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1542, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1543, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1544, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1545, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1546, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 1] Add Item [Index: 1547, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2048, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2049, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 20]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2050, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 30]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2051, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 40]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2052, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2053, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 60]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2054, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 40]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2055, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 70]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2056, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 80]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2057, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 90]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2058, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 100]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2059, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 120]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2060, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 140]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2061, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 160]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2062, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 180]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2063, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 40]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2064, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 220]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2065, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 250]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2066, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 250]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 2] Add Item [Index: 2067, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 280]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2560, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2561, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 51]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2562, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 52]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2563, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 53]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2564, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 54]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2565, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 55]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2566, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 56]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2567, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2568, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2569, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2570, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2571, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2575, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2576, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2577, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2578, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2579, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2580, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2581, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2582, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 3] Add Item [Index: 2583, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 57]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3072, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3073, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3074, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3075, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3076, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3077, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3078, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3079, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3080, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3081, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3082, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3083, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3084, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3085, Lvl: 15, Opt1: 1, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3086, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 4] Add Item [Index: 3087, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 50]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 5] Add Item [Index: 3589, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 5] Add Item [Index: 3584, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 5] Add Item [Index: 3590, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
[00:07:12] [CashShopManager][ItemList][Coin: 0,  Category: 5] Add Item [Index: 3592, Lvl: 15, Opt1: 0, Opt2: 1, Opt3: 0, Exc:63, Anc: 0, Price: 10]
